A	B	C	X	Y	Z	MT0	MT1	MT2	MT3	MT4	MT5	MT6	TIME	J0	J1	J2	J3	J4	J5	J6	
-2.765	0.150	3.041	548.277	-290.519	-20.425	0.055	60.919	7.444	-16.952	0.217	-0.200	-0.008	232	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.150	3.041	548.324	-290.514	-20.387	0.038	60.946	7.466	-16.994	0.214	-0.188	-0.008	240	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.150	3.041	548.352	-290.508	-20.365	0.048	60.974	7.478	-17.004	0.212	-0.186	-0.009	247	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.150	3.041	548.387	-290.498	-20.336	0.074	61.033	7.512	-16.997	0.207	-0.187	-0.009	252	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.150	3.041	548.426	-290.483	-20.306	0.093	61.067	7.524	-16.997	0.189	-0.187	-0.008	259	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.467	-290.460	-20.278	0.059	61.011	7.506	-16.994	0.171	-0.185	-0.009	264	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.496	-290.441	-20.260	0.011	61.010	7.479	-17.004	0.175	-0.191	-0.008	270	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.526	-290.422	-20.241	-0.031	60.938	7.434	-17.004	0.166	-0.196	-0.011	274	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.571	-290.392	-20.213	-0.036	60.938	7.413	-16.977	0.155	-0.202	-0.011	279	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.601	-290.372	-20.192	-0.036	60.951	7.401	-16.968	0.151	-0.204	-0.012	283	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.648	-290.342	-20.160	-0.008	61.033	7.389	-16.977	0.134	-0.208	-0.012	287	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.679	-290.323	-20.137	-0.003	61.115	7.394	-17.015	0.135	-0.207	-0.013	293	-0.350	0.979	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.709	-290.303	-20.114	0.005	61.100	7.376	-17.041	0.117	-0.208	-0.013	297	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.759	-290.269	-20.076	0.013	61.053	7.346	-17.024	0.118	-0.210	-0.012	303	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.787	-290.250	-20.054	-0.026	61.021	7.329	-17.022	0.121	-0.211	-0.012	308	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.829	-290.223	-20.020	-0.039	60.986	7.282	-17.024	0.116	-0.212	-0.010	312	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.856	-290.207	-19.995	-0.046	61.005	7.278	-17.031	0.129	-0.210	-0.011	319	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.883	-290.192	-19.968	-0.074	61.080	7.280	-17.040	0.135	-0.212	-0.011	323	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.916	-290.176	-19.934	-0.079	61.096	7.286	-17.046	0.132	-0.210	-0.011	328	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.765	0.151	3.042	548.941	-290.163	-19.907	-0.086	61.073	7.303	-17.031	0.145	-0.206	-0.009	332	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.151	3.042	548.983	-290.144	-19.860	-0.043	61.141	7.349	-17.035	0.155	-0.210	-0.010	335	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.151	3.042	549.007	-290.134	-19.831	-0.030	61.114	7.363	-17.062	0.168	-0.203	-0.011	343	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.151	3.042	549.030	-290.125	-19.804	0.003	61.030	7.337	-17.025	0.169	-0.205	-0.010	346	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.151	3.042	549.057	-290.113	-19.771	-0.023	61.005	7.334	-16.982	0.175	-0.209	-0.009	352	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.151	3.042	549.081	-290.104	-19.743	-0.042	60.940	7.337	-16.976	0.174	-0.206	-0.009	356	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.042	549.116	-290.093	-19.698	-0.008	60.982	7.311	-16.982	0.176	-0.207	-0.010	360	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.042	549.140	-290.088	-19.666	0.009	60.989	7.333	-16.996	0.180	-0.204	-0.012	366	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.042	549.164	-290.083	-19.634	0.046	61.045	7.341	-17.002	0.180	-0.207	-0.010	369	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.042	549.200	-290.077	-19.583	0.042	61.079	7.352	-17.013	0.182	-0.204	-0.012	375	-0.350	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.042	549.219	-290.074	-19.557	0.031	61.038	7.366	-17.039	0.184	-0.198	-0.010	379	-0.349	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.042	549.249	-290.068	-19.515	-0.009	60.971	7.351	-16.986	0.192	-0.199	-0.013	383	-0.349	0.978	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.042	549.287	-290.063	-19.462	-0.044	60.885	7.352	-16.965	0.189	-0.197	-0.015	389	-0.349	0.977	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.042	549.313	-290.061	-19.425	-0.079	60.823	7.327	-16.956	0.184	-0.197	-0.016	394	-0.349	0.977	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.042	549.352	-290.058	-19.368	-0.102	60.787	7.323	-16.965	0.186	-0.197	-0.015	399	-0.349	0.977	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.042	549.386	-290.057	-19.318	-0.113	60.825	7.342	-16.961	0.191	-0.195	-0.013	404	-0.349	0.977	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.042	549.428	-290.059	-19.255	-0.074	60.818	7.350	-16.995	0.189	-0.186	-0.013	409	-0.349	0.977	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.043	549.457	-290.060	-19.211	-0.047	60.924	7.373	-16.995	0.190	-0.192	-0.012	414	-0.349	0.977	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.043	549.510	-290.064	-19.129	0.024	61.018	7.411	-17.058	0.191	-0.179	-0.014	419	-0.349	0.977	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.152	3.043	549.553	-290.065	-19.062	0.000	60.798	7.399	-17.014	0.188	-0.168	-0.013	426	-0.349	0.977	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.153	3.043	549.692	-290.058	-18.853	-0.067	60.889	7.390	-17.020	0.198	-0.176	-0.011	442	-0.349	0.977	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.153	3.043	549.755	-290.057	-18.757	-0.019	61.179	7.409	-17.088	0.194	-0.170	-0.012	452	-0.349	0.976	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.153	3.043	549.819	-290.056	-18.657	0.008	61.286	7.434	-17.078	0.192	-0.182	-0.011	459	-0.349	0.976	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.153	3.043	549.875	-290.051	-18.574	0.017	61.046	7.445	-17.033	0.191	-0.180	-0.009	465	-0.349	0.976	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.153	3.043	549.929	-290.044	-18.496	0.008	60.911	7.402	-16.989	0.193	-0.198	-0.009	471	-0.349	0.976	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.153	3.043	549.986	-290.038	-18.414	0.005	60.842	7.319	-16.980	0.186	-0.205	-0.010	477	-0.349	0.976	-0.369	-1.377	0.629	0.915	-1.361	
-2.764	0.153	3.043	550.046	-290.036	-18.324	0.012	60.985	7.307	-17.034	0.179	-0.204	-0.007	483	-0.349	0.976	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.153	3.044	550.108	-290.037	-18.227	0.013	60.951	7.310	-17.010	0.178	-0.204	-0.009	489	-0.349	0.975	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.154	3.044	550.187	-290.041	-18.104	0.003	60.886	7.341	-16.982	0.182	-0.208	-0.010	497	-0.349	0.975	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.154	3.044	550.268	-290.048	-17.979	-0.020	60.868	7.292	-17.069	0.178	-0.197	-0.013	503	-0.349	0.975	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.154	3.044	550.319	-290.056	-17.893	-0.015	60.944	7.277	-17.114	0.181	-0.189	-0.013	510	-0.349	0.975	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.154	3.044	550.390	-290.069	-17.772	-0.017	60.896	7.291	-17.100	0.178	-0.171	-0.013	516	-0.349	0.975	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.154	3.044	550.439	-290.080	-17.687	-0.052	60.755	7.319	-17.050	0.184	-0.167	-0.013	522	-0.349	0.975	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.154	3.044	550.509	-290.098	-17.564	-0.046	60.725	7.303	-17.027	0.178	-0.170	-0.014	528	-0.349	0.974	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.154	3.044	550.596	-290.123	-17.408	-0.009	60.944	7.260	-17.144	0.174	-0.158	-0.017	534	-0.349	0.974	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.155	3.045	550.689	-290.151	-17.233	-0.071	60.854	7.294	-17.092	0.182	-0.165	-0.014	546	-0.349	0.974	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.155	3.045	550.765	-290.173	-17.092	-0.091	60.827	7.319	-17.073	0.183	-0.172	-0.014	551	-0.349	0.974	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.155	3.045	550.820	-290.191	-16.985	-0.101	60.837	7.281	-17.084	0.181	-0.163	-0.013	558	-0.349	0.973	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.155	3.045	550.899	-290.216	-16.831	-0.118	60.782	7.241	-17.067	0.187	-0.172	-0.012	564	-0.349	0.973	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.155	3.045	550.956	-290.235	-16.716	-0.136	60.751	7.244	-17.078	0.184	-0.168	-0.012	570	-0.349	0.973	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.155	3.045	551.005	-290.250	-16.619	-0.161	60.726	7.280	-17.102	0.196	-0.148	-0.016	575	-0.349	0.973	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.156	3.045	551.089	-290.274	-16.443	-0.129	60.596	7.293	-17.067	0.195	-0.130	-0.015	581	-0.349	0.973	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.156	3.045	551.138	-290.285	-16.338	-0.087	60.634	7.336	-17.047	0.218	-0.159	-0.014	585	-0.349	0.972	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.156	3.046	551.228	-290.303	-16.143	-0.022	60.605	7.360	-17.088	0.217	-0.128	-0.014	591	-0.349	0.972	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.156	3.046	551.279	-290.310	-16.026	0.024	60.673	7.388	-17.109	0.213	-0.140	-0.009	597	-0.349	0.972	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.156	3.046	551.355	-290.314	-15.846	0.062	60.748	7.437	-17.124	0.222	-0.116	-0.006	601	-0.349	0.972	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.156	3.046	551.407	-290.313	-15.719	0.101	60.744	7.460	-17.160	0.216	-0.113	-0.005	607	-0.349	0.971	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.156	3.046	551.456	-290.308	-15.592	0.163	60.791	7.480	-17.127	0.223	-0.093	-0.005	611	-0.349	0.971	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.157	3.046	551.532	-290.294	-15.391	0.175	60.808	7.529	-17.149	0.232	-0.114	-0.003	617	-0.349	0.971	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.157	3.046	551.582	-290.281	-15.256	0.234	60.702	7.518	-17.142	0.226	-0.066	0.001	621	-0.349	0.971	-0.369	-1.377	0.629	0.915	-1.361	
-2.763	0.157	3.046	551.658	-290.253	-15.046	0.259	60.597	7.537	-17.129	0.223	-0.101	0.006	624	-0.349	0.970	-0.369	-1.377	0.629	0.916	-1.361	
-2.763	0.157	3.046	551.710	-290.227	-14.902	0.206	60.466	7.514	-17.103	0.232	-0.084	0.009	631	-0.349	0.970	-0.369	-1.377	0.629	0.916	-1.361	
-2.763	0.157	3.046	551.802	-290.167	-14.641	0.106	60.292	7.399	-17.139	0.195	-0.034	0.009	634	-0.349	0.970	-0.369	-1.377	0.629	0.916	-1.361	
-2.763	0.158	3.046	551.859	-290.130	-14.480	0.036	60.273	7.411	-17.151	0.227	-0.064	0.013	642	-0.349	0.969	-0.369	-1.377	0.629	0.916	-1.361	
-2.763	0.158	3.046	551.918	-290.091	-14.314	0.050	60.546	7.361	-17.141	0.206	-0.056	0.013	646	-0.349	0.969	-0.369	-1.377	0.629	0.917	-1.361	
-2.763	0.158	3.046	552.010	-290.027	-14.046	0.079	60.627	7.411	-17.259	0.213	-0.015	0.015	651	-0.349	0.969	-0.369	-1.377	0.629	0.917	-1.361	
-2.762	0.158	3.046	552.067	-289.973	-13.863	0.144	60.760	7.427	-17.240	0.216	-0.055	0.017	656	-0.349	0.969	-0.369	-1.377	0.629	0.917	-1.361	
-2.762	0.158	3.045	552.150	-289.876	-13.581	0.140	60.595	7.488	-17.210	0.233	-0.059	0.017	659	-0.349	0.968	-0.369	-1.377	0.629	0.917	-1.361	
-2.762	0.159	3.045	552.205	-289.802	-13.394	0.132	60.323	7.474	-17.086	0.219	0.022	0.016	666	-0.349	0.968	-0.369	-1.377	0.629	0.918	-1.361	
-2.762	0.159	3.045	552.264	-289.722	-13.200	0.137	60.222	7.437	-17.065	0.204	-0.025	0.016	669	-0.349	0.967	-0.369	-1.377	0.629	0.918	-1.361	
-2.762	0.159	3.045	552.326	-289.639	-12.999	0.063	60.099	7.394	-17.034	0.215	0.001	0.015	672	-0.349	0.967	-0.369	-1.377	0.629	0.919	-1.361	
-2.762	0.159	3.045	552.414	-289.534	-12.727	0.138	60.364	7.279	-17.129	0.161	-0.012	0.011	678	-0.349	0.967	-0.369	-1.377	0.629	0.919	-1.361	
-2.762	0.160	3.044	552.589	-289.298	-12.145	0.136	60.431	7.384	-17.139	0.163	0.013	0.009	687	-0.349	0.966	-0.368	-1.377	0.629	0.920	-1.361	
-2.762	0.160	3.044	552.659	-289.196	-11.906	0.129	60.342	7.415	-17.232	0.172	-0.014	0.006	692	-0.349	0.965	-0.368	-1.377	0.629	0.920	-1.361	
-2.762	0.161	3.044	552.787	-288.999	-11.475	0.091	60.587	7.412	-17.224	0.178	-0.038	0.012	697	-0.349	0.965	-0.368	-1.377	0.629	0.921	-1.361	
-2.762	0.161	3.044	552.860	-288.878	-11.220	0.112	60.612	7.354	-17.365	0.166	-0.057	0.011	703	-0.349	0.964	-0.368	-1.377	0.629	0.922	-1.361	
-2.762	0.161	3.043	552.967	-288.685	-10.829	0.207	60.452	7.260	-17.229	0.108	0.010	0.008	707	-0.349	0.964	-0.368	-1.377	0.629	0.922	-1.361	
-2.762	0.161	3.043	553.036	-288.552	-10.568	0.145	60.165	7.377	-17.225	0.148	-0.013	0.008	713	-0.349	0.963	-0.368	-1.377	0.629	0.923	-1.361	
-2.762	0.162	3.043	553.103	-288.406	-10.302	0.085	60.171	7.342	-17.162	0.163	-0.117	0.001	717	-0.349	0.963	-0.368	-1.377	0.629	0.923	-1.361	
-2.761	0.162	3.042	553.211	-288.177	-9.885	0.013	60.272	7.297	-17.239	0.123	0.049	0.003	723	-0.349	0.962	-0.368	-1.377	0.629	0.924	-1.361	
-2.761	0.162	3.042	553.288	-288.022	-9.594	0.104	60.263	7.207	-17.330	0.148	-0.073	0.004	728	-0.349	0.962	-0.368	-1.377	0.629	0.925	-1.361	
-2.761	0.163	3.041	553.392	-287.775	-9.155	0.063	60.466	7.228	-17.380	0.122	-0.015	-0.004	731	-0.349	0.961	-0.368	-1.377	0.629	0.925	-1.361	
-2.761	0.163	3.041	553.511	-287.476	-8.632	0.040	60.679	7.226	-17.401	0.075	-0.118	-0.009	741	-0.349	0.960	-0.368	-1.377	0.629	0.927	-1.361	
-2.761	0.164	3.040	553.607	-287.203	-8.178	-0.058	60.307	7.160	-17.368	0.069	0.042	-0.015	744	-0.348	0.960	-0.368	-1.377	0.629	0.928	-1.361	
-2.761	0.164	3.040	553.666	-287.019	-7.873	-0.043	60.001	7.150	-17.324	0.095	0.093	-0.018	751	-0.348	0.959	-0.368	-1.377	0.629	0.928	-1.361	
-2.761	0.164	3.039	553.721	-286.830	-7.560	0.051	60.275	7.192	-17.279	0.099	-0.124	-0.027	754	-0.348	0.959	-0.367	-1.377	0.629	0.929	-1.361	
-2.761	0.165	3.039	553.809	-286.544	-7.068	-0.020	60.245	7.194	-17.398	0.143	0.004	-0.028	761	-0.348	0.958	-0.367	-1.377	0.629	0.930	-1.361	
-2.760	0.165	3.038	553.868	-286.350	-6.732	0.026	60.213	7.082	-17.434	0.091	0.007	-0.033	764	-0.348	0.957	-0.367	-1.377	0.629	0.931	-1.361	
-2.760	0.165	3.038	553.944	-286.045	-6.222	0.075	60.201	7.115	-17.317	0.109	-0.006	-0.028	768	-0.348	0.957	-0.367	-1.377	0.629	0.932	-1.361	
-2.760	0.165	3.037	553.995	-285.840	-5.872	-0.016	60.299	7.231	-17.388	0.155	-0.050	-0.023	775	-0.348	0.956	-0.367	-1.377	0.629	0.933	-1.361	
-2.760	0.166	3.037	554.046	-285.628	-5.515	0.168	60.118	7.171	-17.583	0.131	0.064	-0.022	778	-0.348	0.956	-0.367	-1.377	0.629	0.934	-1.361	
-2.760	0.166	3.036	554.109	-285.298	-4.970	0.216	60.034	7.233	-17.394	0.155	-0.152	-0.019	785	-0.348	0.955	-0.367	-1.377	0.629	0.935	-1.361	
-2.760	0.166	3.036	554.157	-285.078	-4.596	0.129	60.140	7.170	-17.274	0.169	0.041	-0.020	789	-0.348	0.954	-0.367	-1.377	0.629	0.936	-1.361	
-2.760	0.167	3.035	554.229	-284.733	-4.017	0.190	59.967	7.132	-17.558	0.166	-0.086	-0.017	792	-0.348	0.953	-0.367	-1.377	0.629	0.937	-1.361	
-2.759	0.167	3.034	554.293	-284.374	-3.422	0.012	59.660	7.207	-17.316	0.252	0.107	-0.012	800	-0.348	0.952	-0.367	-1.377	0.629	0.939	-1.360	
-2.759	0.168	3.033	554.393	-283.880	-2.580	0.129	60.015	7.249	-17.530	0.214	-0.139	-0.010	808	-0.348	0.951	-0.367	-1.377	0.629	0.941	-1.360	
-2.759	0.168	3.032	554.456	-283.557	-2.035	0.074	59.650	7.240	-17.531	0.194	0.100	-0.027	813	-0.348	0.950	-0.367	-1.377	0.629	0.942	-1.360	
-2.759	0.169	3.031	554.553	-283.007	-1.141	0.110	59.885	7.230	-17.239	0.175	-0.071	-0.034	821	-0.348	0.949	-0.367	-1.377	0.629	0.944	-1.360	
-2.758	0.169	3.029	554.674	-282.427	-0.193	0.043	59.600	7.301	-17.512	0.233	0.006	-0.022	827	-0.348	0.948	-0.367	-1.377	0.629	0.946	-1.360	
-2.758	0.170	3.028	554.766	-281.964	0.553	0.152	59.591	7.391	-17.538	0.232	0.144	-0.019	835	-0.347	0.947	-0.366	-1.377	0.629	0.948	-1.360	
-2.758	0.171	3.027	554.875	-281.392	1.450	0.454	60.087	7.416	-17.331	0.219	-0.020	-0.012	840	-0.347	0.945	-0.366	-1.377	0.629	0.951	-1.360	
-2.757	0.171	3.026	554.987	-280.869	2.249	0.327	59.877	7.454	-17.828	0.201	0.352	-0.015	848	-0.347	0.944	-0.366	-1.377	0.629	0.953	-1.360	
-2.757	0.172	3.024	555.116	-280.093	3.315	0.383	60.385	7.387	-17.519	0.185	-0.198	-0.006	855	-0.347	0.942	-0.366	-1.377	0.629	0.955	-1.360	
-2.756	0.173	3.023	555.205	-279.582	3.985	0.328	60.010	7.160	-17.231	0.085	0.119	0.004	861	-0.347	0.941	-0.366	-1.377	0.629	0.957	-1.360	
-2.756	0.174	3.021	555.379	-278.371	5.506	0.261	59.702	7.488	-17.738	0.174	0.034	0.006	872	-0.347	0.939	-0.365	-1.377	0.630	0.961	-1.360	
