A	B	C	X	Y	Z	MT0	MT1	MT2	MT3	MT4	MT5	MT6	TIME	J0	J1	J2	J3	J4	J5	J6	
-2.843	0.094	3.077	582.487	-335.674	34.530	0.012	64.654	7.536	-19.824	0.341	-0.113	-0.009	113	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.487	-335.674	34.530	0.012	64.654	7.547	-19.823	0.339	-0.112	-0.008	119	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.487	-335.674	34.530	0.016	64.641	7.542	-19.819	0.341	-0.112	-0.011	123	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.487	-335.674	34.530	0.004	64.637	7.542	-19.826	0.342	-0.112	-0.009	129	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.487	-335.674	34.530	0.005	64.633	7.534	-19.829	0.339	-0.109	-0.011	134	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.487	-335.674	34.529	-0.005	64.633	7.532	-19.823	0.343	-0.114	-0.009	140	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.487	-335.674	34.530	-0.024	64.623	7.523	-19.794	0.338	-0.103	-0.009	146	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.487	-335.674	34.530	-0.031	64.645	7.546	-19.813	0.354	-0.133	-0.009	152	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.487	-335.675	34.530	-0.039	64.603	7.512	-19.815	0.345	-0.085	-0.009	157	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.487	-335.675	34.530	-0.126	64.610	7.546	-19.822	0.349	-0.131	-0.010	161	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.486	-335.676	34.530	-0.108	64.693	7.540	-19.778	0.360	-0.119	-0.009	169	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.485	-335.679	34.530	-0.023	64.724	7.488	-19.896	0.350	-0.109	-0.010	173	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.483	-335.680	34.529	0.070	64.853	7.474	-19.867	0.341	-0.111	-0.010	178	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.077	582.482	-335.681	34.528	0.175	64.731	7.561	-19.930	0.343	-0.106	-0.011	183	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.678	34.522	0.155	64.519	7.674	-19.896	0.344	-0.071	-0.009	190	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.480	-335.676	34.522	0.094	64.458	7.717	-19.734	0.364	-0.120	-0.010	195	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.482	-335.677	34.523	0.008	64.567	7.443	-19.768	0.338	-0.147	-0.010	201	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.483	-335.679	34.525	0.000	64.627	7.429	-19.859	0.335	-0.123	-0.010	212	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.483	-335.678	34.524	-0.016	64.622	7.474	-19.904	0.340	-0.096	-0.009	217	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.483	-335.678	34.524	-0.027	64.611	7.598	-19.848	0.345	-0.104	-0.011	222	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.483	-335.677	34.524	-0.008	64.605	7.618	-19.789	0.346	-0.114	-0.009	228	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.484	-335.678	34.525	-0.017	64.660	7.577	-19.779	0.339	-0.119	-0.010	233	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.484	-335.678	34.525	-0.056	64.746	7.556	-19.852	0.339	-0.125	-0.008	239	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.483	-335.678	34.524	-0.110	64.779	7.536	-19.955	0.343	-0.091	-0.010	243	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.481	-335.678	34.523	-0.132	64.731	7.524	-19.955	0.338	-0.095	-0.009	249	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.480	-335.679	34.522	-0.074	64.697	7.510	-19.851	0.332	-0.119	-0.007	254	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.480	-335.679	34.522	-0.048	64.664	7.503	-19.800	0.332	-0.122	-0.008	260	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.480	-335.680	34.522	0.009	64.641	7.528	-19.784	0.335	-0.126	-0.008	265	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.480	-335.680	34.522	0.048	64.614	7.597	-19.803	0.343	-0.111	-0.010	270	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.480	-335.680	34.521	0.048	64.605	7.621	-19.842	0.347	-0.099	-0.009	276	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.480	-335.679	34.521	0.023	64.614	7.574	-19.837	0.336	-0.112	-0.010	280	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.480	-335.679	34.521	0.023	64.627	7.517	-19.814	0.335	-0.117	-0.010	287	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.480	-335.679	34.521	0.027	64.634	7.540	-19.846	0.335	-0.106	-0.009	294	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.480	-335.678	34.521	0.044	64.591	7.563	-19.789	0.340	-0.110	-0.008	303	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.481	-335.678	34.521	-0.011	64.609	7.536	-19.796	0.337	-0.121	-0.008	321	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.481	-335.678	34.522	-0.036	64.629	7.539	-19.839	0.339	-0.108	-0.007	328	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.481	-335.678	34.521	-0.023	64.675	7.538	-19.828	0.335	-0.118	-0.009	336	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.481	-335.678	34.521	-0.011	64.726	7.551	-19.839	0.340	-0.113	-0.009	345	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.480	-335.678	34.520	-0.026	64.719	7.559	-19.864	0.340	-0.101	-0.008	353	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.677	34.518	-0.028	64.677	7.511	-19.830	0.341	-0.113	-0.007	363	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.677	34.517	0.000	64.583	7.531	-19.807	0.341	-0.116	-0.009	373	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.677	34.517	0.054	64.559	7.556	-19.808	0.335	-0.114	-0.010	383	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.677	34.517	0.058	64.589	7.540	-19.811	0.340	-0.111	-0.008	393	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.677	34.517	0.023	64.613	7.533	-19.841	0.335	-0.108	-0.008	401	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.676	34.517	0.011	64.625	7.535	-19.837	0.335	-0.109	-0.011	411	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.676	34.517	-0.001	64.627	7.532	-19.827	0.339	-0.113	-0.010	418	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.676	34.517	-0.007	64.622	7.539	-19.823	0.336	-0.113	-0.009	426	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.676	34.517	-0.017	64.621	7.539	-19.826	0.342	-0.110	-0.008	434	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.676	34.517	-0.046	64.649	7.514	-19.817	0.338	-0.119	-0.008	442	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.677	34.517	-0.055	64.679	7.518	-19.832	0.343	-0.115	-0.009	450	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.677	34.517	-0.030	64.699	7.532	-19.848	0.340	-0.111	-0.011	458	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.677	34.517	-0.024	64.705	7.542	-19.842	0.342	-0.109	-0.009	466	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.677	34.516	-0.004	64.685	7.533	-19.830	0.339	-0.109	-0.009	474	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.677	34.516	0.013	64.653	7.534	-19.815	0.338	-0.114	-0.008	482	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.677	34.516	0.019	64.634	7.532	-19.810	0.340	-0.113	-0.009	490	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.677	34.516	0.043	64.613	7.540	-19.794	0.342	-0.115	-0.010	498	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.677	34.516	0.035	64.623	7.538	-19.808	0.346	-0.112	-0.009	506	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.677	34.516	0.013	64.627	7.537	-19.830	0.344	-0.110	-0.009	514	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.479	-335.676	34.516	-0.008	64.649	7.529	-19.843	0.344	-0.112	-0.011	521	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.677	34.516	-0.009	64.666	7.531	-19.832	0.342	-0.112	-0.008	528	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.676	34.516	-0.003	64.649	7.538	-19.829	0.342	-0.111	-0.012	537	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.677	34.516	-0.009	64.646	7.540	-19.815	0.345	-0.116	-0.011	546	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.677	34.515	-0.035	64.654	7.525	-19.826	0.340	-0.117	-0.008	554	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.478	-335.677	34.515	-0.023	64.675	7.532	-19.848	0.340	-0.116	-0.009	566	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.677	34.515	-0.004	64.673	7.538	-19.834	0.339	-0.111	-0.010	576	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.677	34.514	0.003	64.652	7.539	-19.833	0.342	-0.108	-0.008	582	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.677	34.513	0.012	64.627	7.538	-19.826	0.339	-0.112	-0.009	589	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.513	0.023	64.602	7.534	-19.822	0.342	-0.110	-0.010	597	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.513	0.031	64.590	7.528	-19.800	0.341	-0.112	-0.009	603	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.513	0.040	64.597	7.532	-19.810	0.341	-0.112	-0.009	612	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.513	0.048	64.606	7.546	-19.820	0.342	-0.113	-0.008	618	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.513	0.022	64.611	7.544	-19.827	0.345	-0.111	-0.006	625	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.513	0.004	64.644	7.533	-19.836	0.331	-0.113	-0.008	633	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.513	-0.011	64.668	7.535	-19.840	0.339	-0.113	-0.008	639	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.513	-0.015	64.680	7.532	-19.846	0.342	-0.112	-0.009	646	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.513	-0.016	64.673	7.541	-19.829	0.340	-0.112	-0.009	651	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	-0.011	64.649	7.540	-19.819	0.342	-0.112	-0.009	660	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	-0.017	64.648	7.532	-19.817	0.340	-0.115	-0.009	665	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	-0.024	64.652	7.527	-19.819	0.342	-0.116	-0.009	674	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	-0.012	64.649	7.525	-19.826	0.339	-0.112	-0.009	682	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	-0.003	64.652	7.529	-19.827	0.342	-0.111	-0.010	687	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	0.005	64.646	7.537	-19.840	0.341	-0.110	-0.008	694	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	0.008	64.648	7.542	-19.837	0.344	-0.108	-0.009	698	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	0.017	64.636	7.537	-19.822	0.343	-0.112	-0.009	704	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	0.012	64.621	7.529	-19.815	0.335	-0.114	-0.009	712	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	0.012	64.617	7.529	-19.817	0.335	-0.111	-0.009	717	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	0.013	64.614	7.532	-19.820	0.338	-0.113	-0.008	721	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	0.020	64.618	7.538	-19.815	0.342	-0.112	-0.011	726	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	0.012	64.615	7.535	-19.817	0.342	-0.109	-0.010	734	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	-0.005	64.638	7.532	-19.830	0.337	-0.110	-0.009	743	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	-0.022	64.672	7.525	-19.835	0.342	-0.113	-0.009	750	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	-0.027	64.677	7.527	-19.838	0.342	-0.114	-0.010	758	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.477	-335.676	34.512	-0.024	64.675	7.531	-19.830	0.344	-0.116	-0.009	766	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.511	-0.013	64.666	7.540	-19.823	0.337	-0.108	-0.009	772	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.511	-0.001	64.650	7.533	-19.817	0.341	-0.113	-0.009	780	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.511	-0.008	64.638	7.527	-19.822	0.339	-0.110	-0.008	789	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.511	-0.001	64.642	7.526	-19.824	0.343	-0.112	-0.010	796	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.511	0.026	64.627	7.544	-19.825	0.346	-0.112	-0.010	805	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.510	0.017	64.625	7.540	-19.828	0.336	-0.113	-0.011	821	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.510	0.004	64.627	7.524	-19.819	0.343	-0.111	-0.009	830	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.511	-0.004	64.617	7.536	-19.827	0.338	-0.113	-0.009	839	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.511	0.003	64.632	7.538	-19.818	0.341	-0.114	-0.010	846	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.511	-0.009	64.645	7.535	-19.827	0.340	-0.112	-0.007	854	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.511	-0.011	64.658	7.533	-19.832	0.342	-0.112	-0.009	862	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.510	-0.020	64.673	7.522	-19.842	0.341	-0.109	-0.009	868	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.510	-0.019	64.664	7.529	-19.827	0.342	-0.113	-0.009	876	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.510	0.001	64.669	7.539	-19.827	0.349	-0.112	-0.009	885	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.510	0.008	64.649	7.540	-19.828	0.339	-0.110	-0.009	892	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.509	0.004	64.637	7.531	-19.819	0.338	-0.114	-0.008	900	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.675	34.509	0.009	64.627	7.530	-19.822	0.347	-0.111	-0.008	910	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.509	0.005	64.618	7.535	-19.830	0.342	-0.113	-0.009	916	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.675	34.509	0.015	64.625	7.532	-19.825	0.338	-0.108	-0.011	924	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.675	34.509	0.004	64.630	7.534	-19.824	0.336	-0.111	-0.010	933	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.675	34.509	-0.003	64.636	7.528	-19.826	0.343	-0.110	-0.009	940	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.675	34.509	-0.007	64.633	7.531	-19.824	0.341	-0.109	-0.008	948	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.675	34.509	-0.012	64.648	7.525	-19.825	0.339	-0.114	-0.008	953	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.675	34.509	-0.009	64.654	7.531	-19.824	0.344	-0.113	-0.010	961	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.676	34.509	-0.003	64.660	7.540	-19.830	0.341	-0.112	-0.010	966	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.476	-335.675	34.509	0.005	64.660	7.542	-19.827	0.337	-0.111	-0.010	973	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.475	-335.675	34.509	-0.004	64.677	7.535	-19.837	0.343	-0.106	-0.010	978	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.475	-335.675	34.509	-0.005	64.675	7.532	-19.835	0.341	-0.111	-0.008	985	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.475	-335.675	34.508	-0.003	64.673	7.531	-19.830	0.339	-0.109	-0.009	990	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.475	-335.675	34.508	0.000	64.653	7.537	-19.828	0.346	-0.112	-0.010	997	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.475	-335.675	34.508	0.005	64.633	7.535	-19.823	0.347	-0.114	-0.009	1002	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.475	-335.675	34.507	0.003	64.623	7.533	-19.819	0.342	-0.106	-0.008	1012	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.475	-335.675	34.507	0.012	64.617	7.534	-19.830	0.347	-0.091	-0.009	1020	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.474	-335.675	34.507	0.004	64.633	7.535	-19.861	0.338	-0.058	-0.008	1025	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.473	-335.673	34.507	0.011	64.645	7.533	-19.906	0.333	-0.041	-0.004	1032	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.468	-335.669	34.506	-0.001	64.676	7.514	-19.935	0.333	-0.049	0.001	1037	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.463	-335.664	34.505	-0.042	64.703	7.485	-19.940	0.330	-0.074	0.000	1043	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.451	-335.654	34.504	-0.093	64.685	7.462	-19.932	0.336	-0.077	-0.002	1048	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.433	-335.637	34.502	-0.065	64.599	7.496	-19.902	0.340	-0.070	-0.001	1056	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.404	-335.611	34.502	-0.052	64.586	7.503	-19.896	0.338	-0.080	-0.002	1068	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
