A	B	C	X	Y	Z	MT0	MT1	MT2	MT3	MT4	MT5	MT6	TIME	J0	J1	J2	J3	J4	J5	J6	
-2.843	0.094	3.076	582.374	-335.582	34.503	-0.043	64.566	7.447	-19.863	0.339	-0.088	0.000	1073	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.350	-335.561	34.504	-0.069	64.567	7.411	-19.865	0.334	-0.105	0.001	1082	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.324	-335.540	34.505	-0.059	64.547	7.401	-19.883	0.336	-0.095	0.002	1088	-0.367	0.993	-0.392	-1.164	0.506	1.070	-1.147	
-2.843	0.094	3.076	582.302	-335.523	34.506	0.004	64.558	7.406	-19.882	0.337	-0.122	0.002	1094	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.094	3.076	582.267	-335.499	34.507	0.017	64.531	7.399	-19.862	0.336	-0.153	0.002	1100	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.093	3.076	582.213	-335.460	34.509	-0.070	64.469	7.391	-19.898	0.340	-0.136	0.000	1109	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.093	3.075	582.189	-335.446	34.510	-0.095	64.477	7.396	-19.916	0.340	-0.149	0.000	1117	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.093	3.075	582.166	-335.442	34.512	-0.067	64.488	7.389	-19.902	0.341	-0.171	0.002	1124	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.093	3.075	582.151	-335.448	34.513	-0.026	64.507	7.402	-19.857	0.343	-0.191	-0.001	1130	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.093	3.075	582.138	-335.463	34.514	-0.031	64.523	7.420	-19.848	0.341	-0.190	-0.003	1137	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.093	3.075	582.128	-335.481	34.516	-0.054	64.544	7.428	-19.845	0.341	-0.177	-0.004	1143	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.093	3.075	582.115	-335.507	34.518	-0.036	64.555	7.453	-19.816	0.347	-0.163	-0.005	1152	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.093	3.075	582.103	-335.532	34.520	-0.047	64.552	7.485	-19.823	0.347	-0.156	-0.005	1161	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.093	3.075	582.089	-335.559	34.523	-0.054	64.543	7.505	-19.823	0.350	-0.141	-0.005	1167	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.093	3.075	582.077	-335.582	34.525	-0.024	64.548	7.491	-19.805	0.344	-0.137	-0.004	1177	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.843	0.093	3.075	582.063	-335.610	34.528	0.044	64.525	7.502	-19.807	0.346	-0.135	-0.005	1185	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.075	582.053	-335.631	34.531	0.065	64.470	7.516	-19.793	0.345	-0.129	-0.005	1190	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.075	582.041	-335.656	34.536	0.050	64.419	7.510	-19.761	0.343	-0.128	-0.009	1199	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.075	582.030	-335.682	34.543	0.042	64.381	7.544	-19.729	0.349	-0.125	-0.010	1205	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.075	582.022	-335.700	34.547	0.048	64.318	7.577	-19.694	0.349	-0.121	-0.012	1215	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.075	582.015	-335.716	34.549	0.050	64.336	7.599	-19.674	0.344	-0.117	-0.017	1222	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.075	582.010	-335.729	34.554	0.071	64.478	7.613	-19.691	0.353	-0.116	-0.017	1229	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.075	582.010	-335.733	34.558	0.114	64.584	7.623	-19.707	0.364	-0.116	-0.018	1238	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.076	582.013	-335.735	34.563	0.164	64.599	7.651	-19.681	0.361	-0.119	-0.017	1247	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.076	582.019	-335.734	34.568	0.206	64.576	7.640	-19.646	0.351	-0.119	-0.017	1253	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.076	582.029	-335.732	34.578	0.159	64.540	7.563	-19.646	0.333	-0.121	-0.013	1263	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.076	582.039	-335.733	34.589	0.099	64.525	7.476	-19.709	0.325	-0.120	-0.009	1272	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.076	582.054	-335.737	34.607	0.063	64.507	7.436	-19.741	0.327	-0.124	-0.008	1281	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.076	582.068	-335.742	34.623	0.024	64.443	7.407	-19.754	0.330	-0.123	-0.006	1287	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.076	582.086	-335.750	34.645	-0.032	64.399	7.394	-19.752	0.329	-0.123	-0.005	1294	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.093	3.076	582.109	-335.764	34.677	-0.052	64.348	7.404	-19.727	0.342	-0.118	-0.002	1300	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.094	3.076	582.159	-335.808	34.754	-0.016	64.511	7.446	-19.747	0.337	-0.111	0.001	1311	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.094	3.076	582.186	-335.838	34.801	0.059	64.611	7.531	-19.764	0.347	-0.111	0.005	1323	-0.367	0.993	-0.392	-1.164	0.506	1.071	-1.147	
-2.844	0.094	3.076	582.230	-335.887	34.873	0.102	64.568	7.585	-19.721	0.350	-0.110	0.004	1332	-0.367	0.993	-0.392	-1.163	0.506	1.071	-1.147	
-2.844	0.094	3.076	582.270	-335.925	34.934	0.062	64.476	7.566	-19.728	0.354	-0.108	0.004	1341	-0.367	0.993	-0.392	-1.163	0.506	1.071	-1.147	
-2.843	0.094	3.076	582.323	-335.970	35.009	0.007	64.434	7.532	-19.730	0.353	-0.110	0.004	1347	-0.367	0.993	-0.392	-1.163	0.506	1.071	-1.147	
-2.843	0.094	3.076	582.369	-336.010	35.078	0.044	64.509	7.552	-19.749	0.362	-0.110	0.002	1356	-0.367	0.993	-0.392	-1.163	0.506	1.071	-1.147	
-2.843	0.094	3.077	582.428	-336.059	35.168	0.130	64.482	7.610	-19.783	0.379	-0.109	-0.000	1365	-0.367	0.993	-0.392	-1.163	0.506	1.071	-1.147	
-2.843	0.094	3.077	582.504	-336.112	35.281	0.188	64.423	7.704	-19.771	0.410	-0.103	-0.007	1372	-0.367	0.993	-0.392	-1.163	0.506	1.071	-1.147	
-2.843	0.094	3.077	582.576	-336.149	35.381	0.288	64.275	7.772	-19.769	0.409	-0.080	-0.012	1380	-0.367	0.992	-0.392	-1.163	0.506	1.071	-1.147	
-2.843	0.094	3.077	582.671	-336.182	35.503	0.298	64.126	7.786	-19.697	0.416	-0.052	-0.016	1389	-0.367	0.992	-0.392	-1.163	0.506	1.071	-1.147	
-2.843	0.095	3.077	582.802	-336.215	35.666	0.172	64.279	7.775	-19.839	0.412	-0.032	-0.015	1396	-0.367	0.992	-0.392	-1.163	0.506	1.071	-1.147	
-2.843	0.095	3.077	582.929	-336.237	35.829	0.120	64.387	7.753	-19.869	0.379	-0.027	-0.020	1404	-0.367	0.992	-0.392	-1.163	0.506	1.071	-1.147	
-2.843	0.095	3.078	583.081	-336.266	36.030	0.215	64.367	7.858	-19.947	0.392	-0.025	-0.023	1414	-0.367	0.992	-0.392	-1.162	0.506	1.071	-1.147	
-2.843	0.095	3.078	583.242	-336.287	36.244	0.245	64.302	7.823	-19.881	0.386	-0.041	-0.026	1421	-0.367	0.992	-0.392	-1.162	0.506	1.071	-1.147	
-2.843	0.096	3.078	583.357	-336.295	36.400	0.207	64.219	7.700	-19.877	0.341	-0.025	-0.028	1429	-0.367	0.991	-0.392	-1.162	0.506	1.071	-1.147	
-2.843	0.096	3.078	583.476	-336.298	36.567	0.220	64.223	7.709	-19.852	0.373	-0.045	-0.027	1436	-0.367	0.991	-0.392	-1.162	0.506	1.071	-1.147	
-2.843	0.096	3.078	583.579	-336.298	36.715	0.250	64.227	7.732	-19.853	0.363	-0.027	-0.027	1441	-0.367	0.991	-0.392	-1.162	0.506	1.071	-1.147	
-2.842	0.096	3.079	583.725	-336.286	36.932	0.220	64.324	7.759	-19.869	0.362	-0.043	-0.029	1448	-0.367	0.991	-0.392	-1.162	0.506	1.071	-1.147	
-2.842	0.096	3.079	583.833	-336.268	37.098	0.176	64.312	7.707	-19.980	0.355	-0.025	-0.028	1453	-0.367	0.991	-0.392	-1.162	0.506	1.071	-1.147	
-2.842	0.097	3.079	583.959	-336.234	37.298	0.093	64.199	7.676	-19.918	0.355	-0.037	-0.028	1457	-0.367	0.990	-0.392	-1.162	0.506	1.071	-1.147	
-2.842	0.097	3.079	584.069	-336.204	37.475	0.026	64.172	7.708	-19.965	0.353	-0.021	-0.028	1464	-0.367	0.990	-0.392	-1.162	0.506	1.072	-1.147	
-2.842	0.097	3.079	584.204	-336.162	37.697	0.046	64.095	7.661	-20.012	0.339	-0.027	-0.027	1469	-0.367	0.990	-0.392	-1.161	0.506	1.072	-1.147	
-2.842	0.097	3.079	584.293	-336.130	37.848	0.071	64.072	7.649	-19.905	0.347	-0.047	-0.027	1474	-0.367	0.990	-0.392	-1.161	0.506	1.072	-1.147	
-2.842	0.098	3.079	584.385	-336.093	38.005	0.095	64.086	7.607	-19.909	0.320	-0.076	-0.026	1479	-0.367	0.989	-0.392	-1.161	0.506	1.072	-1.147	
-2.842	0.098	3.079	584.553	-336.022	38.295	0.147	64.056	7.599	-19.882	0.327	-0.063	-0.024	1484	-0.367	0.989	-0.392	-1.161	0.506	1.072	-1.147	
-2.842	0.098	3.079	584.649	-335.977	38.469	0.168	64.188	7.625	-19.867	0.317	-0.076	-0.023	1489	-0.366	0.989	-0.392	-1.161	0.506	1.072	-1.147	
-2.841	0.098	3.079	584.800	-335.902	38.745	0.223	64.254	7.627	-20.050	0.309	-0.051	-0.021	1493	-0.366	0.988	-0.392	-1.161	0.506	1.072	-1.147	
-2.841	0.099	3.079	584.924	-335.831	38.978	0.269	64.252	7.582	-19.923	0.276	-0.023	-0.020	1500	-0.366	0.988	-0.392	-1.161	0.506	1.073	-1.147	
-2.841	0.099	3.079	585.076	-335.741	39.266	0.254	63.977	7.647	-19.944	0.310	-0.075	-0.020	1504	-0.366	0.988	-0.391	-1.161	0.506	1.073	-1.147	
-2.841	0.099	3.079	585.179	-335.676	39.461	0.203	64.063	7.572	-19.895	0.282	-0.047	-0.020	1510	-0.366	0.987	-0.391	-1.161	0.506	1.073	-1.147	
-2.841	0.099	3.079	585.285	-335.606	39.665	0.097	63.860	7.510	-20.039	0.312	0.026	-0.019	1515	-0.366	0.987	-0.391	-1.161	0.506	1.073	-1.147	
-2.841	0.100	3.079	585.449	-335.505	39.982	0.120	64.117	7.508	-19.986	0.277	-0.005	-0.019	1520	-0.366	0.987	-0.391	-1.161	0.506	1.073	-1.147	
-2.840	0.100	3.080	585.590	-335.422	40.264	0.136	64.235	7.580	-20.112	0.357	-0.058	-0.015	1525	-0.366	0.986	-0.391	-1.161	0.506	1.074	-1.147	
-2.840	0.100	3.080	585.762	-335.311	40.611	0.079	64.199	7.525	-20.034	0.318	-0.014	-0.016	1529	-0.366	0.986	-0.391	-1.161	0.506	1.074	-1.147	
-2.840	0.101	3.080	585.876	-335.231	40.847	0.011	64.109	7.549	-19.984	0.358	-0.071	-0.015	1535	-0.366	0.985	-0.391	-1.161	0.506	1.074	-1.147	
-2.840	0.101	3.080	585.987	-335.147	41.084	-0.122	63.910	7.516	-19.991	0.377	0.001	-0.014	1539	-0.366	0.985	-0.391	-1.160	0.506	1.074	-1.147	
-2.840	0.101	3.080	586.157	-335.014	41.454	-0.118	64.039	7.496	-20.065	0.328	0.015	-0.015	1545	-0.366	0.985	-0.391	-1.160	0.506	1.075	-1.147	
-2.840	0.102	3.080	586.271	-334.928	41.711	-0.024	64.095	7.561	-20.163	0.378	0.043	-0.013	1549	-0.366	0.984	-0.391	-1.160	0.506	1.075	-1.147	
-2.839	0.102	3.080	586.467	-334.769	42.177	0.251	63.961	7.732	-20.005	0.391	0.079	-0.011	1554	-0.366	0.984	-0.391	-1.160	0.506	1.075	-1.147	
-2.839	0.103	3.079	586.881	-334.376	43.137	-0.097	64.135	7.510	-20.023	0.362	0.020	-0.009	1568	-0.365	0.982	-0.390	-1.160	0.506	1.076	-1.147	
-2.839	0.103	3.079	587.006	-334.246	43.431	-0.106	64.051	7.348	-20.138	0.313	0.107	-0.002	1575	-0.365	0.982	-0.390	-1.160	0.506	1.077	-1.147	
-2.838	0.104	3.079	587.207	-334.008	43.943	0.024	63.865	7.484	-20.053	0.338	0.022	-0.000	1582	-0.365	0.981	-0.390	-1.160	0.506	1.077	-1.147	
-2.838	0.104	3.079	587.320	-333.871	44.239	0.118	63.778	7.680	-19.892	0.394	0.100	-0.002	1586	-0.365	0.981	-0.390	-1.160	0.506	1.078	-1.147	
-2.838	0.104	3.079	587.495	-333.652	44.703	0.360	63.908	7.763	-20.085	0.352	0.079	-0.002	1590	-0.365	0.980	-0.390	-1.160	0.506	1.078	-1.147	
-2.838	0.105	3.079	587.612	-333.487	45.021	0.332	63.844	7.657	-20.103	0.365	0.159	0.003	1596	-0.365	0.979	-0.390	-1.160	0.506	1.079	-1.147	
-2.837	0.105	3.079	587.725	-333.310	45.342	0.233	63.911	7.377	-20.037	0.287	0.046	0.001	1600	-0.364	0.979	-0.390	-1.160	0.506	1.079	-1.147	
-2.837	0.105	3.078	587.983	-332.896	46.078	0.259	63.865	7.456	-20.107	0.328	-0.003	0.000	1609	-0.364	0.978	-0.390	-1.160	0.506	1.080	-1.147	
-2.837	0.106	3.078	588.151	-332.604	46.588	0.441	63.642	7.562	-20.090	0.297	0.156	-0.000	1613	-0.364	0.977	-0.389	-1.160	0.506	1.081	-1.147	
-2.836	0.106	3.078	588.266	-332.399	46.937	0.512	63.415	7.692	-20.080	0.337	0.159	-0.001	1619	-0.364	0.977	-0.389	-1.159	0.506	1.082	-1.147	
-2.836	0.106	3.077	588.380	-332.181	47.297	0.329	63.934	7.708	-20.046	0.369	-0.020	0.001	1623	-0.364	0.976	-0.389	-1.159	0.506	1.082	-1.147	
-2.836	0.107	3.077	588.565	-331.833	47.857	0.024	63.812	7.550	-20.369	0.320	0.119	0.000	1628	-0.364	0.975	-0.389	-1.159	0.506	1.083	-1.147	
-2.835	0.107	3.077	588.715	-331.531	48.327	-0.133	63.762	7.370	-20.235	0.277	0.052	-0.000	1633	-0.364	0.975	-0.389	-1.159	0.507	1.084	-1.147	
-2.835	0.108	3.076	588.880	-331.166	48.907	-0.155	63.552	7.540	-20.207	0.327	0.152	0.001	1638	-0.363	0.974	-0.389	-1.159	0.507	1.085	-1.147	
-2.835	0.108	3.076	588.993	-330.921	49.311	-0.093	63.774	7.599	-20.347	0.315	0.080	0.002	1643	-0.363	0.973	-0.388	-1.159	0.507	1.086	-1.147	
-2.834	0.108	3.076	589.102	-330.665	49.721	-0.051	63.856	7.379	-20.214	0.281	0.031	0.002	1648	-0.363	0.973	-0.388	-1.159	0.507	1.086	-1.147	
-2.834	0.109	3.075	589.268	-330.269	50.340	-0.081	63.613	7.254	-20.227	0.255	0.196	0.009	1654	-0.363	0.972	-0.388	-1.159	0.507	1.087	-1.147	
-2.834	0.109	3.075	589.375	-329.998	50.766	-0.004	63.660	7.258	-20.210	0.263	-0.099	0.008	1658	-0.363	0.971	-0.388	-1.159	0.507	1.088	-1.147	
-2.833	0.109	3.074	589.540	-329.594	51.425	0.102	63.551	7.474	-20.220	0.302	0.211	0.006	1662	-0.363	0.970	-0.388	-1.159	0.507	1.089	-1.147	
-2.833	0.110	3.074	589.650	-329.319	51.873	0.304	63.255	7.458	-20.396	0.261	0.070	0.009	1668	-0.362	0.969	-0.388	-1.159	0.507	1.090	-1.147	
-2.833	0.110	3.073	589.756	-329.029	52.331	0.184	63.677	7.343	-20.055	0.296	0.006	0.011	1672	-0.362	0.969	-0.387	-1.159	0.507	1.091	-1.147	
-2.832	0.110	3.073	589.937	-328.599	53.041	0.104	63.266	7.319	-20.423	0.322	0.109	0.017	1678	-0.362	0.968	-0.387	-1.159	0.507	1.092	-1.147	
-2.832	0.111	3.072	590.052	-328.302	53.522	0.241	63.342	7.225	-20.303	0.212	0.067	0.012	1682	-0.362	0.967	-0.387	-1.159	0.507	1.093	-1.147	
-2.832	0.111	3.072	590.228	-327.857	54.277	0.094	63.357	7.569	-20.198	0.409	-0.002	0.014	1686	-0.362	0.966	-0.387	-1.159	0.507	1.094	-1.147	
-2.831	0.112	3.071	590.357	-327.559	54.791	0.172	63.074	7.429	-20.428	0.308	0.185	0.018	1691	-0.362	0.965	-0.387	-1.159	0.507	1.095	-1.147	
-2.831	0.112	3.071	590.479	-327.251	55.317	0.079	63.782	7.341	-20.351	0.304	-0.179	0.017	1695	-0.362	0.964	-0.386	-1.159	0.507	1.096	-1.147	
-2.830	0.113	3.070	590.700	-326.700	56.258	0.008	63.799	7.211	-20.533	0.219	-0.117	0.015	1702	-0.361	0.963	-0.386	-1.159	0.507	1.097	-1.147	
-2.829	0.114	3.069	591.054	-325.724	57.880	-0.159	63.605	7.238	-20.294	0.330	0.013	0.015	1713	-0.361	0.961	-0.386	-1.158	0.507	1.100	-1.147	
-2.829	0.114	3.068	591.299	-325.048	58.989	-0.069	63.845	7.227	-20.382	0.327	-0.199	0.019	1720	-0.361	0.959	-0.385	-1.158	0.507	1.102	-1.147	
-2.828	0.115	3.067	591.501	-324.476	59.972	0.371	63.102	7.305	-20.492	0.233	0.177	0.018	1728	-0.360	0.958	-0.385	-1.158	0.507	1.104	-1.147	
-2.827	0.116	3.066	591.728	-323.803	61.117	0.184	63.795	7.437	-20.228	0.384	-0.274	0.027	1737	-0.360	0.956	-0.385	-1.158	0.507	1.106	-1.147	
-2.827	0.117	3.065	592.014	-323.031	62.447	0.091	62.966	6.883	-20.458	0.231	-0.155	0.024	1744	-0.360	0.955	-0.384	-1.158	0.507	1.107	-1.147	
-2.826	0.117	3.065	592.227	-322.444	63.526	-0.137	63.152	6.921	-20.744	0.294	-0.183	0.026	1752	-0.359	0.953	-0.384	-1.158	0.507	1.110	-1.147	
-2.825	0.118	3.064	592.491	-321.777	64.792	-0.187	62.393	6.861	-20.728	0.275	0.132	0.032	1761	-0.359	0.951	-0.384	-1.158	0.507	1.112	-1.147	
-2.824	0.119	3.063	592.784	-321.032	66.291	0.019	62.365	7.076	-20.737	0.298	0.137	0.023	1767	-0.359	0.949	-0.383	-1.158	0.507	1.114	-1.147	
-2.824	0.120	3.062	593.068	-320.377	67.687	0.173	63.318	7.021	-20.168	0.286	-0.373	0.023	1777	-0.358	0.946	-0.383	-1.158	0.507	1.116	-1.147	
-2.823	0.121	3.062	593.342	-319.825	68.958	0.120	63.147	7.117	-20.991	0.289	0.096	0.021	1785	-0.358	0.945	-0.383	-1.158	0.507	1.118	-1.147	
-2.822	0.122	3.061	593.667	-319.084	70.599	0.031	63.961	7.115	-20.544	0.285	0.030	0.013	1791	-0.358	0.943	-0.382	-1.158	0.507	1.120	-1.147	
-2.822	0.123	3.060	593.926	-318.500	71.864	-0.258	63.572	7.003	-20.573	0.269	0.063	0.004	1800	-0.358	0.940	-0.382	-1.157	0.507	1.122	-1.147	
-2.820	0.125	3.059	594.316	-317.589	73.833	-0.352	63.242	6.767	-20.878	0.237	-0.371	0.004	1812	-0.357	0.937	-0.381	-1.157	0.507	1.125	-1.147	
-2.819	0.126	3.058	594.759	-316.554	76.237	0.005	62.561	6.855	-20.817	0.259	-0.195	0.004	1818	-0.357	0.935	-0.381	-1.157	0.507	1.128	-1.147	
-2.818	0.128	3.057	595.113	-315.797	78.174	0.198	62.825	6.796	-21.005	0.244	0.003	0.004	1834	-0.356	0.931	-0.381	-1.157	0.507	1.131	-1.147	
-2.818	0.129	3.057	595.354	-315.270	79.563	0.430	62.193	6.937	-20.691	0.291	-0.277	0.009	1841	-0.356	0.929	-0.380	-1.157	0.507	1.133	-1.147	
-2.817	0.129	3.057	595.582	-314.817	80.800	0.351	61.935	6.785	-21.038	0.275	0.111	0.009	1848	-0.356	0.927	-0.380	-1.157	0.507	1.135	-1.147	
-2.817	0.131	3.056	595.860	-314.276	82.296	0.325	62.947	6.825	-20.763	0.267	-0.166	0.006	1854	-0.355	0.925	-0.380	-1.157	0.507	1.137	-1.147	
-2.816	0.132	3.056	596.108	-313.814	83.602	0.168	63.649	6.772	-21.139	0.229	-0.149	-0.005	1861	-0.355	0.923	-0.380	-1.157	0.507	1.138	-1.147	
-2.815	0.133	3.055	596.413	-313.179	85.318	-0.163	64.002	6.910	-21.017	0.267	-0.119	-0.006	1869	-0.355	0.920	-0.380	-1.157	0.507	1.140	-1.147	
-2.815	0.134	3.055	596.635	-312.703	86.580	-0.040	63.178	6.891	-20.871	0.248	-0.332	0.001	1874	-0.355	0.918	-0.379	-1.157	0.507	1.142	-1.147	
-2.814	0.135	3.055	596.896	-312.157	88.058	-0.344	62.857	7.039	-20.944	0.293	0.015	0.000	1882	-0.354	0.916	-0.379	-1.157	0.507	1.144	-1.147	
-2.813	0.136	3.054	597.199	-311.525	89.767	-0.354	62.670	6.531	-20.407	0.239	-0.251	0.001	1888	-0.354	0.914	-0.379	-1.157	0.507	1.145	-1.147	
-2.813	0.137	3.054	597.445	-311.090	91.090	-0.388	61.846	6.764	-21.147	0.360	-0.151	-0.001	1896	-0.354	0.911	-0.379	-1.157	0.507	1.147	-1.147	
-2.812	0.139	3.054	597.859	-310.377	93.359	0.012	61.651	6.877	-21.213	0.354	-0.119	-0.005	1902	-0.353	0.909	-0.378	-1.157	0.507	1.149	-1.147	
-2.811	0.140	3.053	598.214	-309.819	95.239	0.633	62.149	6.795	-21.841	0.210	-0.231	-0.019	1912	-0.353	0.906	-0.378	-1.157	0.507	1.152	-1.147	
-2.810	0.141	3.053	598.478	-309.391	96.669	0.702	62.778	6.863	-21.260	0.291	-0.009	-0.014	1920	-0.353	0.904	-0.378	-1.157	0.507	1.153	-1.147	
-2.810	0.143	3.053	598.831	-308.779	98.562	0.762	62.846	6.751	-21.524	0.173	-0.070	-0.013	1925	-0.353	0.901	-0.378	-1.157	0.507	1.155	-1.147	
-2.809	0.144	3.053	599.002	-308.459	99.504	0.372	62.888	6.926	-21.344	0.234	-0.189	-0.019	1933	-0.352	0.899	-0.378	-1.157	0.507	1.157	-1.147	
-2.808	0.145	3.053	599.315	-307.878	101.155	0.060	62.349	6.633	-21.236	0.195	0.025	-0.021	1937	-0.352	0.896	-0.377	-1.157	0.507	1.159	-1.147	
-2.808	0.146	3.052	599.488	-307.538	102.110	-0.149	62.330	6.792	-21.135	0.247	-0.327	-0.015	1943	-0.352	0.895	-0.377	-1.157	0.507	1.160	-1.147	
-2.807	0.146	3.052	599.670	-307.211	103.074	-0.304	61.704	6.720	-21.025	0.255	0.165	-0.018	1948	-0.351	0.894	-0.377	-1.157	0.507	1.161	-1.147	
-2.807	0.147	3.052	599.940	-306.713	104.550	-0.192	61.811	6.840	-21.084	0.247	-0.386	-0.009	1953	-0.351	0.891	-0.377	-1.157	0.507	1.162	-1.147	
-2.806	0.148	3.052	600.124	-306.391	105.551	-0.274	61.782	6.977	-20.867	0.311	0.127	-0.023	1957	-0.351	0.890	-0.377	-1.157	0.507	1.163	-1.147	
-2.806	0.149	3.052	600.403	-305.903	107.082	-0.031	61.682	6.811	-21.357	0.184	-0.375	-0.019	1961	-0.351	0.888	-0.376	-1.157	0.507	1.165	-1.147	
-2.805	0.150	3.052	600.590	-305.572	108.119	-0.114	62.423	6.689	-20.962	0.242	-0.005	-0.019	1968	-0.350	0.886	-0.376	-1.157	0.507	1.166	-1.147	
-2.805	0.151	3.052	600.786	-305.244	109.165	0.288	62.783	6.607	-21.944	0.220	-0.016	-0.005	1972	-0.350	0.885	-0.376	-1.157	0.507	1.167	-1.147	
-2.804	0.152	3.052	601.050	-304.720	110.709	0.577	63.596	6.504	-21.669	0.125	0.107	-0.006	1977	-0.350	0.882	-0.376	-1.157	0.507	1.169	-1.147	
-2.804	0.153	3.051	601.178	-304.447	111.468	0.530	62.879	6.890	-21.935	0.245	-0.012	-0.007	1981	-0.350	0.881	-0.376	-1.157	0.507	1.170	-1.147	
-2.803	0.154	3.051	601.432	-303.862	112.969	0.530	62.286	6.779	-21.618	0.202	0.144	-0.005	1985	-0.350	0.880	-0.376	-1.157	0.507	1.171	-1.147	
-2.802	0.155	3.051	601.641	-303.353	114.224	0.335	61.662	7.027	-21.537	0.276	-0.096	-0.005	1991	-0.349	0.877	-0.375	-1.157	0.507	1.173	-1.147	
-2.801	0.156	3.051	601.946	-302.619	116.022	0.347	60.549	6.951	-21.480	0.216	0.226	-0.006	1996	-0.349	0.875	-0.375	-1.157	0.507	1.175	-1.147	
-2.800	0.158	3.050	602.294	-301.752	118.155	0.261	60.889	6.766	-21.398	0.249	0.076	-0.010	2003	-0.349	0.872	-0.375	-1.157	0.507	1.177	-1.147	
-2.799	0.160	3.050	602.675	-300.825	120.367	0.022	60.923	6.551	-21.244	0.150	0.047	-0.009	2014	-0.348	0.868	-0.374	-1.157	0.507	1.180	-1.147	
-2.798	0.161	3.049	602.922	-300.233	121.786	0.015	61.900	6.734	-21.833	0.259	-0.242	-0.004	2019	-0.348	0.866	-0.374	-1.157	0.507	1.182	-1.147	
-2.797	0.163	3.049	603.256	-299.383	123.769	0.597	63.068	6.998	-22.145	0.192	0.140	-0.009	2026	-0.347	0.863	-0.373	-1.157	0.507	1.184	-1.147	
-2.796	0.164	3.048	603.590	-298.345	125.962	0.953	62.967	7.219	-21.759	0.243	0.220	0.002	2032	-0.347	0.860	-0.373	-1.157	0.507	1.186	-1.147	
-2.795	0.166	3.047	603.845	-297.498	127.572	0.038	61.759	6.799	-21.654	0.293	0.186	0.000	2040	-0.346	0.857	-0.372	-1.157	0.507	1.189	-1.147	
-2.794	0.167	3.047	604.155	-296.456	129.469	-0.894	60.146	6.232	-21.719	0.175	0.203	0.003	2046	-0.346	0.854	-0.372	-1.157	0.507	1.192	-1.147	
-2.792	0.169	3.046	604.454	-295.429	131.432	0.235	59.613	6.828	-21.506	0.255	0.151	0.015	2054	-0.345	0.852	-0.371	-1.157	0.507	1.194	-1.147	
-2.791	0.171	3.045	604.895	-293.979	134.383	0.837	62.704	6.681	-22.070	0.206	-0.007	0.039	2062	-0.345	0.848	-0.370	-1.157	0.507	1.197	-1.147	
-2.788	0.174	3.044	605.428	-292.200	137.666	0.641	62.856	6.359	-22.645	0.120	-0.093	0.051	2075	-0.344	0.842	-0.369	-1.157	0.507	1.202	-1.147	
-2.786	0.176	3.042	605.831	-290.481	140.511	0.512	61.466	6.679	-21.943	0.152	0.130	0.042	2081	-0.343	0.839	-0.369	-1.157	0.507	1.204	-1.147	
