A	B	C	X	Y	Z	MT0	MT1	MT2	MT3	MT4	MT5	MT6	TIME	J0	J1	J2	J3	J4	J5	J6	
-2.892	0.074	2.991	444.890	345.456	176.317	-0.522	44.551	5.221	-21.575	0.325	0.479	-0.074	2789	0.938	0.493	-0.460	-1.637	0.407	0.978	0.067	
-2.891	0.075	2.994	444.682	345.756	173.146	-1.262	44.539	5.204	-20.706	0.480	0.865	-0.041	2795	0.939	0.496	-0.460	-1.638	0.407	0.974	0.067	
-2.890	0.075	2.996	444.526	345.908	171.168	-1.308	44.292	5.414	-19.999	0.473	0.558	-0.031	2802	0.941	0.500	-0.460	-1.640	0.407	0.968	0.067	
-2.889	0.075	2.999	444.275	346.161	167.661	-0.561	44.743	5.174	-20.354	0.222	0.513	-0.028	2808	0.943	0.505	-0.460	-1.643	0.408	0.962	0.067	
-2.888	0.075	3.001	444.107	346.301	165.343	-0.059	45.359	5.556	-20.771	0.317	0.515	0.014	2816	0.945	0.508	-0.460	-1.644	0.408	0.958	0.067	
-2.887	0.075	3.004	443.849	346.440	162.623	-0.398	45.856	5.483	-20.587	0.296	0.794	0.021	2823	0.947	0.512	-0.460	-1.646	0.408	0.953	0.066	
-2.887	0.075	3.006	443.586	346.528	160.266	-0.784	44.897	5.715	-19.472	0.571	0.617	0.043	2829	0.948	0.515	-0.460	-1.648	0.408	0.949	0.066	
-2.886	0.075	3.009	443.213	346.621	157.139	-1.274	44.277	5.419	-19.609	0.435	0.188	0.016	2838	0.950	0.520	-0.460	-1.650	0.408	0.944	0.066	
-2.885	0.075	3.012	442.943	346.703	154.475	-0.534	44.942	5.443	-20.581	0.125	0.512	0.059	2843	0.952	0.524	-0.460	-1.651	0.408	0.940	0.066	
-2.884	0.075	3.014	442.725	346.727	152.570	-0.313	45.918	5.450	-20.396	0.377	0.451	0.059	2850	0.953	0.528	-0.460	-1.653	0.409	0.935	0.066	
-2.883	0.074	3.016	442.370	346.734	149.878	-0.403	46.426	5.679	-20.546	0.200	0.210	0.066	2856	0.954	0.531	-0.460	-1.654	0.409	0.932	0.066	
-2.883	0.074	3.018	442.025	346.709	147.541	-0.679	45.405	5.845	-19.661	0.334	0.293	0.059	2862	0.956	0.535	-0.460	-1.656	0.409	0.927	0.066	
-2.881	0.073	3.022	441.500	346.680	143.720	-1.456	44.363	5.636	-19.245	0.220	0.189	0.060	2868	0.958	0.539	-0.460	-1.658	0.409	0.923	0.066	
-2.881	0.073	3.025	441.168	346.641	140.763	-1.192	46.201	5.379	-19.521	0.102	0.144	0.041	2879	0.960	0.544	-0.460	-1.660	0.410	0.918	0.066	
-2.880	0.072	3.027	440.943	346.570	138.548	-0.649	47.089	5.788	-19.796	0.310	0.220	0.040	2886	0.961	0.549	-0.460	-1.661	0.410	0.913	0.066	
-2.879	0.072	3.030	440.654	346.459	135.934	-0.286	46.508	6.307	-19.771	0.232	0.467	0.034	2893	0.963	0.553	-0.460	-1.663	0.410	0.908	0.066	
-2.879	0.071	3.032	440.327	346.314	133.290	-0.536	44.784	6.251	-17.839	0.499	0.188	0.043	2900	0.964	0.557	-0.460	-1.664	0.410	0.905	0.066	
-2.878	0.071	3.035	440.069	346.232	130.749	-0.919	44.962	5.926	-18.195	0.432	0.112	0.034	2907	0.965	0.561	-0.460	-1.666	0.411	0.901	0.066	
-2.877	0.071	3.038	439.775	346.108	127.238	-0.118	47.439	6.293	-19.724	0.327	0.102	0.038	2914	0.967	0.565	-0.460	-1.667	0.411	0.897	0.066	
-2.876	0.070	3.042	439.380	345.892	123.310	-0.390	46.362	6.546	-18.983	0.416	0.441	0.050	2927	0.969	0.572	-0.460	-1.669	0.411	0.890	0.066	
-2.876	0.069	3.045	439.113	345.758	121.146	-0.604	45.644	6.270	-17.474	0.334	0.225	0.052	2935	0.970	0.577	-0.460	-1.670	0.412	0.885	0.066	
-2.875	0.069	3.048	438.828	345.609	118.033	-0.860	45.925	6.375	-18.308	0.589	0.208	0.072	2944	0.972	0.583	-0.460	-1.672	0.412	0.881	0.066	
-2.874	0.068	3.050	438.659	345.521	116.013	-0.636	47.543	5.994	-19.017	0.041	0.089	0.078	2950	0.973	0.586	-0.460	-1.672	0.412	0.878	0.066	
-2.874	0.068	3.052	438.481	345.384	113.653	-1.008	48.123	6.182	-19.505	0.422	0.447	0.098	2957	0.974	0.590	-0.460	-1.673	0.413	0.874	0.066	
-2.873	0.067	3.055	438.225	345.160	110.895	-0.976	46.619	6.466	-17.671	0.408	0.473	0.087	2963	0.975	0.594	-0.460	-1.674	0.413	0.871	0.066	
-2.872	0.067	3.058	438.005	344.940	108.192	-0.893	46.312	6.110	-16.901	0.301	0.276	0.085	2970	0.976	0.598	-0.460	-1.675	0.413	0.868	0.066	
-2.872	0.066	3.060	437.898	344.776	105.624	-0.755	46.714	6.170	-18.254	0.187	0.419	0.079	2981	0.977	0.604	-0.460	-1.676	0.414	0.863	0.066	
-2.872	0.066	3.062	437.845	344.657	104.036	-0.414	48.560	6.309	-18.718	0.161	0.252	0.086	2986	0.978	0.607	-0.460	-1.676	0.414	0.860	0.066	
-2.871	0.066	3.064	437.736	344.462	101.790	-0.475	48.588	6.576	-19.079	0.301	0.263	0.081	2993	0.979	0.611	-0.460	-1.677	0.414	0.857	0.066	
-2.871	0.065	3.066	437.623	344.292	100.148	-0.667	46.530	6.844	-17.545	0.383	0.532	0.088	2998	0.980	0.614	-0.460	-1.677	0.415	0.855	0.066	
-2.870	0.065	3.068	437.459	344.065	97.895	-0.630	46.156	6.793	-16.699	0.354	0.141	0.083	3004	0.981	0.618	-0.460	-1.678	0.415	0.852	0.066	
-2.870	0.064	3.070	437.401	343.944	96.353	-0.703	46.811	6.452	-17.510	0.284	0.388	0.086	3010	0.981	0.621	-0.460	-1.678	0.415	0.849	0.066	
-2.869	0.064	3.072	437.339	343.774	94.249	-0.582	48.117	6.374	-17.796	0.264	0.321	0.082	3017	0.982	0.624	-0.460	-1.678	0.415	0.847	0.066	
-2.869	0.064	3.075	437.284	343.549	91.847	-0.372	49.085	6.849	-18.513	0.400	0.427	0.091	3022	0.983	0.628	-0.460	-1.678	0.416	0.845	0.066	
-2.868	0.063	3.077	437.191	343.358	90.011	-0.766	47.486	6.926	-17.709	0.372	0.518	0.070	3031	0.984	0.633	-0.460	-1.679	0.416	0.841	0.066	
-2.868	0.062	3.079	437.067	343.125	87.886	-0.684	46.588	6.941	-16.222	0.387	0.536	0.053	3037	0.984	0.637	-0.460	-1.679	0.416	0.838	0.066	
-2.867	0.062	3.081	437.021	342.960	86.149	-0.669	47.324	6.474	-16.570	0.353	0.558	0.039	3044	0.985	0.640	-0.460	-1.679	0.417	0.836	0.066	
-2.867	0.061	3.083	436.980	342.759	83.898	-0.612	47.763	6.470	-17.541	0.234	0.136	0.028	3051	0.986	0.644	-0.460	-1.679	0.417	0.834	0.066	
-2.866	0.061	3.085	436.942	342.577	82.220	-0.040	49.010	7.010	-18.067	0.193	0.456	0.018	3058	0.986	0.648	-0.460	-1.679	0.417	0.832	0.066	
-2.866	0.060	3.087	436.864	342.326	80.230	-0.337	48.228	7.496	-17.247	0.622	0.462	0.016	3065	0.987	0.652	-0.460	-1.679	0.417	0.829	0.066	
-2.865	0.059	3.090	436.683	342.004	77.423	-0.879	47.319	6.861	-16.213	0.543	0.285	-0.007	3071	0.988	0.657	-0.460	-1.679	0.418	0.827	0.066	
-2.865	0.058	3.092	436.643	341.847	75.826	-0.306	48.009	6.865	-17.131	0.237	0.393	-0.017	3081	0.988	0.661	-0.460	-1.678	0.418	0.825	0.066	
-2.864	0.058	3.095	436.614	341.602	73.486	-0.212	48.561	6.958	-17.453	0.397	0.372	-0.012	3089	0.989	0.665	-0.460	-1.678	0.419	0.822	0.066	
-2.864	0.057	3.096	436.549	341.403	71.671	-0.557	49.040	7.117	-17.686	0.335	0.326	-0.014	3095	0.989	0.668	-0.460	-1.678	0.419	0.821	0.066	
-2.863	0.056	3.098	436.463	341.224	70.113	-1.075	48.210	7.111	-16.881	0.489	0.538	-0.012	3103	0.990	0.672	-0.460	-1.677	0.419	0.819	0.066	
-2.863	0.055	3.100	436.379	341.009	68.329	-0.501	47.913	7.267	-16.065	0.577	0.244	-0.004	3109	0.990	0.676	-0.460	-1.677	0.420	0.817	0.066	
-2.863	0.054	3.102	436.357	340.837	66.624	0.200	48.053	7.073	-17.081	0.357	0.396	0.001	3117	0.991	0.680	-0.460	-1.677	0.420	0.816	0.066	
-2.862	0.053	3.104	436.321	340.643	64.507	-0.047	48.611	6.953	-17.337	0.269	0.230	-0.001	3125	0.991	0.684	-0.460	-1.676	0.420	0.814	0.066	
-2.862	0.053	3.106	436.269	340.487	62.880	-0.778	49.222	7.128	-17.527	0.380	0.457	0.004	3131	0.992	0.687	-0.460	-1.675	0.421	0.813	0.066	
-2.861	0.052	3.107	436.195	340.336	61.490	-0.980	49.221	7.393	-17.118	0.386	0.304	0.003	3138	0.992	0.690	-0.460	-1.675	0.421	0.812	0.066	
-2.861	0.051	3.109	436.115	340.135	59.876	-0.667	48.315	7.452	-16.165	0.482	0.400	0.004	3145	0.993	0.694	-0.460	-1.674	0.421	0.810	0.066	
-2.861	0.050	3.110	436.062	339.987	58.541	-0.036	48.521	7.091	-16.531	0.251	0.343	-0.009	3152	0.993	0.697	-0.460	-1.674	0.422	0.809	0.066	
-2.860	0.049	3.112	436.032	339.823	56.830	-0.065	48.272	7.005	-17.166	0.298	0.269	-0.007	3160	0.993	0.701	-0.460	-1.673	0.422	0.808	0.066	
-2.860	0.048	3.115	435.957	339.615	54.756	-1.402	50.025	7.320	-17.181	0.373	0.333	-0.004	3167	0.994	0.704	-0.460	-1.672	0.422	0.808	0.066	
-2.859	0.045	3.118	435.751	339.170	51.492	-0.587	49.341	7.449	-16.046	0.392	0.371	-0.011	3185	0.994	0.713	-0.460	-1.670	0.423	0.806	0.066	
-2.859	0.044	3.120	435.677	338.954	50.107	0.469	48.959	7.437	-16.217	0.283	0.292	-0.014	3192	0.994	0.715	-0.460	-1.669	0.424	0.805	0.066	
-2.859	0.043	3.121	435.621	338.777	48.776	0.149	48.503	7.388	-16.317	0.256	0.281	-0.016	3199	0.995	0.719	-0.460	-1.668	0.424	0.805	0.066	
-2.858	0.041	3.123	435.543	338.609	47.322	-0.852	48.897	7.361	-17.047	0.328	0.405	-0.014	3208	0.995	0.723	-0.460	-1.667	0.424	0.804	0.066	
-2.858	0.040	3.124	435.453	338.407	45.757	-1.120	50.134	7.510	-17.069	0.268	0.308	-0.014	3214	0.995	0.725	-0.460	-1.666	0.425	0.804	0.066	
-2.858	0.039	3.125	435.386	338.252	44.887	-0.925	50.537	7.628	-16.826	0.342	0.323	-0.012	3222	0.995	0.729	-0.460	-1.665	0.425	0.804	0.066	
-2.857	0.037	3.127	435.267	337.955	43.329	0.043	50.256	7.690	-15.811	0.218	0.235	-0.017	3228	0.995	0.732	-0.460	-1.664	0.425	0.804	0.066	
-2.857	0.036	3.128	435.218	337.788	42.316	0.188	49.466	7.689	-16.136	0.258	0.239	-0.014	3236	0.995	0.734	-0.460	-1.663	0.425	0.804	0.066	
-2.857	0.035	3.129	435.194	337.640	41.188	-0.273	49.006	7.604	-16.452	0.294	0.258	-0.020	3243	0.995	0.737	-0.460	-1.662	0.426	0.804	0.066	
-2.857	0.034	3.131	435.191	337.522	40.260	-0.854	49.144	7.570	-16.904	0.320	0.276	-0.023	3249	0.995	0.739	-0.460	-1.661	0.426	0.804	0.066	
-2.856	0.033	3.132	435.230	337.390	39.232	-0.889	49.005	7.512	-17.011	0.291	0.394	-0.027	3257	0.995	0.742	-0.460	-1.660	0.426	0.804	0.066	
-2.856	0.032	3.133	435.287	337.217	38.105	-0.604	50.622	7.474	-16.937	0.195	0.408	-0.029	3263	0.995	0.745	-0.460	-1.659	0.426	0.804	0.066	
-2.856	0.031	3.134	435.344	337.047	37.140	-0.220	51.264	7.622	-16.423	0.252	0.182	-0.034	3271	0.995	0.747	-0.460	-1.658	0.426	0.804	0.066	
-2.856	0.030	3.135	435.407	336.910	36.319	-0.056	51.737	7.969	-16.107	0.296	0.208	-0.028	3277	0.995	0.750	-0.460	-1.656	0.426	0.804	0.066	
-2.856	0.030	3.136	435.466	336.786	35.491	-0.315	50.532	7.861	-15.782	0.304	0.148	-0.027	3284	0.995	0.752	-0.460	-1.655	0.427	0.804	0.066	
-2.855	0.029	3.138	435.560	336.653	34.410	-0.534	49.388	7.587	-16.224	0.287	0.185	-0.027	3291	0.995	0.754	-0.460	-1.654	0.427	0.804	0.066	
-2.855	0.028	3.138	435.660	336.571	33.656	-0.320	48.851	7.396	-16.867	0.283	0.197	-0.026	3298	0.995	0.757	-0.460	-1.653	0.427	0.804	0.066	
-2.855	0.027	3.140	435.831	336.403	32.497	-0.120	49.107	7.540	-17.069	0.299	0.205	-0.027	3307	0.995	0.760	-0.460	-1.651	0.427	0.805	0.066	
-2.854	0.026	3.141	435.962	336.257	31.650	-0.042	50.319	7.751	-16.598	0.269	0.121	-0.032	3316	0.995	0.762	-0.460	-1.650	0.427	0.805	0.066	
-2.854	0.025	-3.141	436.051	336.148	31.043	-0.313	51.662	7.848	-16.107	0.340	0.135	-0.031	3321	0.995	0.764	-0.460	-1.649	0.427	0.805	0.066	
-2.854	0.025	-3.140	436.160	336.019	30.346	-0.327	52.441	8.050	-15.922	0.331	0.009	-0.039	3329	0.995	0.766	-0.460	-1.648	0.427	0.806	0.066	
-2.854	0.024	-3.139	436.265	335.908	29.739	-0.126	52.541	8.134	-16.373	0.351	0.104	-0.043	3334	0.995	0.768	-0.461	-1.647	0.427	0.806	0.066	
-2.853	0.023	-3.138	436.386	335.740	28.894	0.032	50.962	8.007	-16.355	0.381	0.127	-0.048	3342	0.995	0.770	-0.461	-1.645	0.427	0.806	0.066	
-2.853	0.022	-3.137	436.489	335.607	28.176	0.171	49.389	7.827	-16.127	0.394	0.022	-0.064	3349	0.995	0.772	-0.461	-1.644	0.427	0.807	0.066	
-2.853	0.021	-3.136	436.592	335.519	27.619	-0.003	48.842	7.850	-16.458	0.414	0.081	-0.071	3355	0.995	0.774	-0.461	-1.643	0.427	0.807	0.066	
-2.853	0.020	-3.135	436.749	335.439	26.978	-0.086	49.799	7.908	-16.751	0.389	0.080	-0.073	3364	0.994	0.776	-0.461	-1.642	0.427	0.808	0.066	
-2.852	0.020	-3.135	436.931	335.354	26.326	-0.297	50.857	8.048	-16.312	0.427	-0.025	-0.073	3369	0.994	0.777	-0.461	-1.641	0.427	0.808	0.066	
-2.852	0.019	-3.134	437.064	335.311	25.922	-0.354	51.799	8.023	-16.361	0.420	-0.030	-0.073	3379	0.994	0.780	-0.461	-1.639	0.427	0.809	0.066	
-2.852	0.018	-3.133	437.229	335.272	25.458	-0.345	52.028	7.985	-15.999	0.422	-0.028	-0.071	3385	0.994	0.781	-0.461	-1.638	0.427	0.810	0.066	
-2.852	0.018	-3.133	437.384	335.245	25.069	-0.231	52.106	8.124	-16.371	0.428	-0.033	-0.071	3392	0.994	0.782	-0.462	-1.637	0.427	0.810	0.066	
-2.852	0.017	-3.132	437.603	335.215	24.554	-0.101	51.405	8.132	-16.251	0.417	-0.018	-0.071	3399	0.994	0.784	-0.462	-1.635	0.427	0.811	0.066	
-2.852	0.017	-3.131	437.741	335.200	24.244	-0.060	51.224	8.222	-16.898	0.423	0.061	-0.075	3405	0.994	0.785	-0.462	-1.634	0.427	0.811	0.066	
-2.851	0.016	-3.130	438.014	335.179	23.672	0.128	51.165	8.222	-16.916	0.429	0.135	-0.072	3414	0.994	0.787	-0.462	-1.633	0.427	0.812	0.066	
-2.851	0.015	-3.129	438.504	335.140	22.683	-0.044	51.586	8.234	-16.260	0.438	0.163	-0.068	3432	0.993	0.791	-0.462	-1.629	0.427	0.814	0.066	
-2.851	0.014	-3.128	438.638	335.133	22.420	0.011	51.576	8.343	-16.312	0.438	0.038	-0.064	3440	0.993	0.792	-0.462	-1.629	0.427	0.814	0.066	
-2.851	0.014	-3.128	438.777	335.132	22.173	0.040	51.298	8.314	-16.716	0.446	0.123	-0.059	3447	0.993	0.793	-0.463	-1.627	0.427	0.815	0.066	
-2.850	0.014	-3.128	438.895	335.125	21.943	0.152	51.294	8.217	-16.484	0.437	0.053	-0.063	3452	0.993	0.794	-0.463	-1.627	0.427	0.815	0.066	
-2.850	0.013	-3.127	439.025	335.121	21.703	-0.159	51.147	8.163	-16.656	0.435	0.135	-0.054	3459	0.993	0.795	-0.463	-1.625	0.427	0.816	0.066	
-2.850	0.013	-3.127	439.136	335.122	21.520	-0.163	51.509	8.194	-16.355	0.432	-0.001	-0.045	3466	0.993	0.796	-0.463	-1.624	0.427	0.817	0.066	
-2.850	0.012	-3.126	439.330	335.144	21.276	-0.171	51.884	8.152	-16.702	0.423	0.126	-0.030	3476	0.993	0.797	-0.463	-1.623	0.427	0.818	0.066	
-2.850	0.011	-3.126	439.448	335.149	21.124	-0.046	51.973	8.254	-16.426	0.441	-0.061	-0.031	3483	0.993	0.798	-0.463	-1.622	0.427	0.819	0.066	
-2.850	0.011	-3.126	439.549	335.154	21.010	0.095	52.203	8.320	-16.587	0.438	0.093	-0.033	3489	0.992	0.799	-0.463	-1.621	0.427	0.819	0.066	
-2.850	0.010	-3.126	439.647	335.167	20.909	0.054	52.020	8.374	-16.613	0.449	0.077	-0.028	3495	0.992	0.799	-0.463	-1.620	0.427	0.820	0.066	
-2.850	0.010	-3.125	439.722	335.176	20.809	-0.191	51.680	8.200	-16.659	0.420	0.162	-0.021	3501	0.992	0.800	-0.464	-1.619	0.427	0.821	0.066	
-2.850	0.009	-3.125	439.800	335.196	20.708	-0.281	51.747	8.088	-16.620	0.443	-0.001	-0.015	3509	0.992	0.801	-0.464	-1.618	0.427	0.822	0.066	
-2.850	0.009	-3.125	439.855	335.208	20.667	-0.311	51.786	8.147	-16.770	0.444	0.125	-0.013	3514	0.992	0.801	-0.464	-1.618	0.427	0.823	0.066	
-2.850	0.008	-3.125	439.918	335.212	20.626	0.129	52.122	8.381	-16.602	0.442	0.126	-0.014	3521	0.992	0.802	-0.464	-1.617	0.427	0.824	0.066	
-2.850	0.007	-3.125	439.969	335.200	20.592	0.285	52.024	8.561	-16.663	0.454	-0.046	-0.010	3527	0.992	0.802	-0.464	-1.616	0.427	0.825	0.066	
-2.849	0.007	-3.124	439.989	335.200	20.584	0.246	52.298	8.379	-16.379	0.441	0.107	-0.015	3534	0.991	0.803	-0.464	-1.615	0.427	0.826	0.066	
-2.849	0.006	-3.124	440.020	335.211	20.600	-0.060	52.707	8.357	-16.668	0.444	0.159	-0.011	3540	0.991	0.803	-0.464	-1.614	0.427	0.827	0.066	
-2.849	0.006	-3.124	440.018	335.202	20.611	-0.015	52.145	8.494	-16.556	0.452	0.005	-0.007	3548	0.991	0.804	-0.464	-1.613	0.427	0.828	0.066	
-2.849	0.005	-3.124	440.000	335.175	20.639	0.265	51.806	8.402	-16.875	0.403	0.110	-0.002	3555	0.991	0.804	-0.464	-1.613	0.427	0.829	0.066	
-2.849	0.004	-3.124	439.982	335.160	20.672	0.191	52.152	8.423	-17.074	0.460	0.091	0.001	3562	0.991	0.804	-0.465	-1.612	0.427	0.831	0.066	
-2.849	0.003	-3.124	439.892	335.117	20.764	-0.274	52.303	8.385	-16.893	0.436	-0.053	0.004	3569	0.991	0.805	-0.465	-1.611	0.427	0.832	0.066	
-2.849	0.002	-3.124	439.775	335.074	20.877	-0.285	52.614	8.269	-16.729	0.408	0.112	0.000	3581	0.990	0.805	-0.465	-1.610	0.427	0.834	0.066	
-2.850	0.001	-3.124	439.658	335.027	20.997	-0.315	52.529	8.304	-16.738	0.455	0.117	0.004	3587	0.990	0.805	-0.465	-1.610	0.427	0.835	0.066	
-2.850	-0.000	-3.124	439.550	334.975	21.091	-0.090	52.533	8.309	-16.452	0.437	-0.129	-0.002	3594	0.990	0.805	-0.465	-1.609	0.427	0.837	0.066	
-2.850	-0.001	-3.124	439.429	334.922	21.218	0.023	52.373	8.309	-16.993	0.429	0.015	0.001	3600	0.990	0.805	-0.465	-1.608	0.427	0.838	0.066	
-2.850	-0.002	-3.124	439.299	334.870	21.335	-0.188	52.268	8.207	-16.898	0.442	0.083	-0.005	3607	0.990	0.805	-0.465	-1.608	0.427	0.840	0.066	
-2.850	-0.003	-3.124	439.111	334.798	21.499	-0.218	51.876	8.284	-16.733	0.465	0.017	-0.008	3615	0.990	0.805	-0.465	-1.607	0.427	0.841	0.066	
-2.850	-0.004	-3.124	438.949	334.724	21.622	0.081	51.629	8.285	-16.423	0.458	-0.084	-0.018	3621	0.990	0.805	-0.465	-1.607	0.427	0.842	0.066	
-2.850	-0.005	-3.124	438.773	334.640	21.781	0.348	51.772	8.359	-16.646	0.467	0.038	-0.022	3629	0.990	0.805	-0.466	-1.607	0.427	0.844	0.066	
-2.850	-0.006	-3.124	438.555	334.550	21.983	0.468	52.293	8.300	-16.576	0.449	0.038	-0.027	3635	0.989	0.805	-0.466	-1.606	0.427	0.846	0.066	
-2.850	-0.007	-3.124	438.387	334.489	22.139	0.194	52.107	8.413	-16.752	0.455	-0.029	-0.010	3643	0.989	0.805	-0.466	-1.606	0.427	0.847	0.066	
-2.850	-0.008	-3.124	438.172	334.416	22.325	-0.090	52.462	8.251	-16.361	0.438	-0.126	-0.018	3649	0.989	0.805	-0.466	-1.605	0.427	0.849	0.066	
-2.850	-0.009	-3.124	438.010	334.356	22.493	-0.089	52.731	8.423	-16.578	0.464	-0.238	-0.019	3656	0.989	0.805	-0.466	-1.605	0.427	0.850	0.066	
-2.850	-0.010	-3.124	437.756	334.238	22.757	0.210	52.758	8.404	-16.420	0.459	0.007	-0.015	3663	0.989	0.805	-0.466	-1.605	0.427	0.852	0.066	
-2.850	-0.012	-3.124	437.411	334.089	23.145	0.165	52.372	8.310	-16.809	0.431	-0.117	-0.003	3670	0.989	0.804	-0.466	-1.604	0.427	0.854	0.065	
-2.851	-0.013	-3.124	437.181	333.997	23.441	-0.152	52.904	8.223	-16.536	0.415	-0.285	-0.008	3684	0.988	0.804	-0.467	-1.604	0.427	0.857	0.065	
-2.851	-0.014	-3.124	437.046	333.938	23.648	-0.332	52.560	8.327	-16.791	0.453	-0.158	-0.010	3693	0.988	0.804	-0.467	-1.603	0.427	0.858	0.065	
-2.851	-0.015	-3.124	436.889	333.859	23.898	0.013	53.227	8.160	-16.490	0.421	-0.189	-0.016	3699	0.988	0.804	-0.467	-1.603	0.427	0.859	0.065	
-2.851	-0.016	-3.125	436.776	333.796	24.120	0.086	52.774	8.334	-16.601	0.460	-0.167	-0.011	3706	0.988	0.803	-0.467	-1.603	0.427	0.861	0.065	
-2.851	-0.016	-3.125	436.643	333.723	24.381	0.247	53.043	8.261	-16.328	0.445	-0.296	-0.010	3713	0.988	0.803	-0.467	-1.602	0.427	0.862	0.065	
-2.851	-0.017	-3.125	436.559	333.684	24.574	-0.001	52.884	8.301	-16.553	0.464	-0.195	-0.004	3718	0.988	0.803	-0.467	-1.602	0.427	0.863	0.065	
-2.851	-0.017	-3.125	436.464	333.644	24.844	-0.148	52.742	8.173	-16.833	0.440	-0.220	0.001	3725	0.988	0.802	-0.467	-1.602	0.427	0.864	0.065	
-2.851	-0.018	-3.125	436.390	333.610	25.039	-0.231	52.730	8.096	-16.570	0.447	-0.291	0.008	3730	0.988	0.802	-0.467	-1.602	0.427	0.865	0.065	
